Score,Url,Channel
1.5849,https://www.youtube.com/watch?v=B3Z6wI2Ds7A,CuriosaMente
1.5849,https://www.youtube.com/watch?v=pSmNtq90ajQ,CuriosaMente
1.5858,https://www.youtube.com/watch?v=VcqgCkAnRhA,CuriosaMente
1.5859,https://www.youtube.com/watch?v=BqKfngAceRE,CuriosaMente
1.5863,https://www.youtube.com/watch?v=OdRksasItR4,CuriosaMente
1.5870,https://www.youtube.com/watch?v=grIVETx7l5s,CuriosaMente
1.5874,https://www.youtube.com/watch?v=GLJvW4yOUGY,CuriosaMente
1.5892,https://www.youtube.com/watch?v=HwSz2MGZUoo,CuriosaMente
1.5894,https://www.youtube.com/watch?v=-c4UuYOwIPI,CuriosaMente
1.5895,https://www.youtube.com/watch?v=julb3EJ3I1k,CuriosaMente
1.5897,https://www.youtube.com/watch?v=yKGWra6ANZQ,CuriosaMente
1.5901,https://www.youtube.com/watch?v=JmOrV6jAxuU,CuriosaMente
1.5910,https://www.youtube.com/watch?v=BiW4I_jy0DQ,CuriosaMente
1.5911,https://www.youtube.com/watch?v=JGI0nWTK1zE,CuriosaMente
1.5914,https://www.youtube.com/watch?v=0MVVmArfcPE,CuriosaMente
1.5924,https://www.youtube.com/watch?v=5lZgCwNX_6Y,CuriosaMente
1.5925,https://www.youtube.com/watch?v=4g9BURAuaKU,CuriosaMente
1.5946,https://www.youtube.com/watch?v=UCpV3kOELZM,CuriosaMente
1.5948,https://www.youtube.com/watch?v=xFmAGcQqBik,CuriosaMente
1.5950,https://www.youtube.com/watch?v=sYakQzIjgxI,CuriosaMente
1.5951,https://www.youtube.com/watch?v=uI8jO-D9okQ,CuriosaMente
1.5952,https://www.youtube.com/watch?v=HRJ0jgBeIIg,CuriosaMente
1.5968,https://www.youtube.com/watch?v=3i1czA1OEDE,CuriosaMente
1.5972,https://www.youtube.com/watch?v=cFS0lHeg4ek,CuriosaMente
1.5975,https://www.youtube.com/watch?v=YFu459IyBCw,CuriosaMente
1.5980,https://www.youtube.com/watch?v=M_hRmxDddmg,CuriosaMente
1.5984,https://www.youtube.com/watch?v=6haUImjvD_8,CuriosaMente
1.5985,https://www.youtube.com/watch?v=U9AC0X5ATy8,CuriosaMente
1.5985,https://www.youtube.com/watch?v=-dbZWmxpj9g,CuriosaMente
1.5994,https://www.youtube.com/watch?v=B3SL_4TvsSQ,CuriosaMente
1.6000,https://www.youtube.com/watch?v=70shj6W7ppU,CuriosaMente
1.6008,https://www.youtube.com/watch?v=CC3BOYid4RU,CuriosaMente
1.6012,https://www.youtube.com/watch?v=tI3MhQOKGbs,CuriosaMente
1.6020,https://www.youtube.com/watch?v=cVLWSUgj9FQ,CuriosaMente
